company_id;sub_category_id;keyword;is_regex;case_sensitive;match_type;pattern_description;min_amount;max_amount;valid_days;valid_months;priority;is_active;match_count;last_matched_at;auto_learned;learning_source;effectiveness_score;false_positive_count;true_positive_count;last_reviewed_at;reviewed_by
1;230;RUMAT.*WISMA;1;0;regex;Rumat Wisma;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;230;RUMATKFWISMA;0;0;contains;Rumat no space;NULL;NULL;NULL;NULL;10;1;1;16/10/2025 10.36;0;manual;50;0;0;NULL;NULL
1;230;RUMAT KF WISMA;0;0;contains;Full rumat name;NULL;NULL;NULL;NULL;10;1;214;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;132;liph_harapan_indah;0;0;contains;Generic fallback for LIPH Harapan Indah;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;221;transfer_antar_outlet;0;0;contains;Generic fallback for Transfer Antar Outlet;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;83;gaji_apoteker;0;0;contains;Generic fallback for Gaji Apoteker;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;86;gaji_manajemen;0;0;contains;Generic fallback for Gaji Manajemen;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;215;rumat_klinik_wisma;0;0;contains;Generic fallback for Rumat Klinik Wisma;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;110;transfer_internal_bni;0;0;contains;Generic fallback for Transfer Internal BNI;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;136;liph_kali_abang;0;0;contains;Generic fallback for LIPH Kali Abang;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;167;klaim_bpjs_kesehatan_rawat_inap;0;0;contains;Generic fallback for Klaim BPJS Kesehatan Rawat Inap;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;166;klaim_bpjs_kesehatan_rawat_jalan;0;0;contains;Generic fallback for Klaim BPJS Kesehatan Rawat Jalan;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;139;rumat_wisma_asri;0;0;contains;Generic fallback for Rumat Wisma Asri;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;219;KLINIK.*WISMA;1;0;regex;Klinik + Wisma;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;219;KLINIK KF WISMA;0;0;contains;Full klinik name;NULL;NULL;NULL;NULL;10;1;36;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;219;KLINIK WISMA ASRI;0;0;contains;Klinik location;NULL;NULL;NULL;NULL;10;1;21;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;164;OTOPAY.*QR.*SUMMARECON;1;0;regex;OTOPAY Summarecon;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;164;OTOPAY QR;0;0;contains;OTOPAY general;NULL;NULL;NULL;NULL;9;1;204;16/10/2025 10.54;0;manual;50;0;0;NULL;NULL
1;142;QR.*STATIC;1;0;regex;QR static pattern;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;142;QRIS.*STATIC;1;0;regex;QRIS static;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;162;KLINIK.*WISMA.*SETOR;1;0;regex;Klinik setoran;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;162;SETOR.*KLINIK.*WISMA;1;0;regex;Setoran klinik;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;157;RESEP CB;0;0;contains;Resep identifier;NULL;NULL;NULL;NULL;10;1;2;16/10/2025 10.53;0;manual;50;0;0;NULL;NULL
1;157;KF.*007.*RESEP;1;0;regex;KF + number + resep;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;156;RESEP KC;0;0;contains;Resep identifier;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;156;KF.*340.*RESEP;1;0;regex;KF + number + resep;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;155;RESEP HI;0;0;contains;Resep identifier;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;155;KF.*330.*RESEP;1;0;regex;KF + number + resep;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;135;liph_kalimalang;0;0;contains;Generic fallback for LIPH Kalimalang;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;134;liph_pekayon;0;0;contains;Generic fallback for LIPH Pekayon;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;133;liph_cikarang;0;0;contains;Generic fallback for LIPH Cikarang;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;111;transfer_internal_mandiri;0;0;contains;Generic fallback for Transfer Internal Mandiri;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;112;transfer_ke_outlet_operasional;0;0;contains;Generic fallback for Transfer ke Outlet Operasional;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;114;premi_bpjs_kesehatan;0;0;contains;Generic fallback for Premi BPJS Kesehatan;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;116;klaim_sinar_mas;0;0;contains;Generic fallback for Klaim Sinar Mas;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;117;klaim_hanwha;0;0;contains;Generic fallback for Klaim Hanwha;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;118;klaim_perta;0;0;contains;Generic fallback for Klaim Perta;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;121;pph_21_gaji_karyawan;0;0;contains;Generic fallback for PPh 21 Gaji Karyawan;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;123;ppn_masukan_pembelian;0;0;contains;Generic fallback for PPN Masukan Pembelian;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;176;obat_paten_branded;0;0;contains;Generic fallback for Obat Paten Branded;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;169;bop_klinik_wisma_asri;0;0;contains;Generic fallback for BOP Klinik Wisma Asri;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;131;liph_narogong;0;0;contains;Generic fallback for LIPH Narogong;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;154;RESEP SUZI;0;0;contains;Resep identifier;NULL;NULL;NULL;NULL;10;1;12;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;154;KF.*264.*RESEP;1;0;regex;KF + number + resep;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;154;RESEP.*264;1;0;regex;Resep + number;NULL;NULL;NULL;NULL;9;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;278;obat_cold_chain;0;0;contains;Generic fallback for Obat Cold Chain;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;38;liph_kf_zamrud;0;0;contains;Generic fallback for LIPH KF Zamrud;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;39;LIPH.*KALIABANG;1;0;regex;LIPH + location;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;39;LIPH KF KALIABANG;0;0;contains;Full LIPH name;NULL;NULL;NULL;NULL;10;1;740;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;1;KF 0264;0;0;contains;KF number match;NULL;NULL;NULL;NULL;10;1;1;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;1;KF0264;0;0;contains;KF number no space;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;1;KF 264;0;0;contains;KF number no zero;NULL;NULL;NULL;NULL;9;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;1;NAROGONG;0;0;contains;Location name;NULL;NULL;NULL;NULL;10;1;47;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;1;264;0;0;contains;Number only;NULL;NULL;NULL;NULL;8;1;14;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;40;LIPH.*SUMMARECON;1;0;regex;LIPH + location;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;40;LIPH KF SUMMARECON;0;0;contains;Full LIPH name;NULL;NULL;NULL;NULL;10;1;2;16/10/2025 10.44;0;manual;50;0;0;NULL;NULL
1;42;qris_static_kf_outlet;0;0;contains;Generic fallback for QRIS Static KF Outlet;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;267;pph_final_usaha;0;0;contains;Generic fallback for PPh Final Usaha;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;17;kf_0944_parungkd;0;0;contains;Generic fallback for KF 0944 Parungkd;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;16;kf_0810_kintamani;0;0;contains;Generic fallback for KF 0810 Kintamani;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;45;ASURANSI SINAR MAS;0;0;contains;Sinar Mas insurance;NULL;NULL;NULL;NULL;10;1;295;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;45;SINAR MAS;0;0;contains;Company name;NULL;NULL;NULL;NULL;9;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;15;kf_0618_kranji;0;0;contains;Generic fallback for KF 0618 Kranji;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;37;liph_kf_granwis;0;0;contains;Generic fallback for LIPH KF Granwis;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;36;liph_kf_cibitung;0;0;contains;Generic fallback for LIPH KF Cibitung;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;279;obat_narkotika_&_psikotropika;0;0;contains;Generic fallback for Obat Narkotika & Psikotropika;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;26;KIMIA FARMA APOTEK;0;0;contains;From KF Apotek;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;26;IRKF BEKASI;0;0;contains;IR KF Bekasi;NULL;NULL;NULL;NULL;9;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;30;LIPH.*0264;1;0;regex;LIPH + KF number;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;30;LIPH.*NAROGONG;1;0;regex;LIPH + location;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;30;LIPH KF.*0264;1;0;regex;LIPH KF + number;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;282;bonus_kinerja_tahunan;0;0;contains;Generic fallback for Bonus Kinerja Tahunan;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;31;LIPH.*0330;1;0;regex;LIPH + KF number;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;31;LIPH.*HARAPAN;1;0;regex;LIPH + location;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;32;LIPH.*0340;1;0;regex;LIPH + KF number;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;32;LIPH.*CIKARANG;1;0;regex;LIPH + location;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;32;LIPH KF CIKARANG;0;0;contains;Full LIPH name;NULL;NULL;NULL;NULL;10;1;30;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;269;liph_klinik_wisma_asri;0;0;contains;Generic fallback for LIPH Klinik Wisma Asri;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;33;liph_kf_pekayon;0;0;contains;Generic fallback for LIPH KF Pekayon;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;34;liph_kf_jati_asih;0;0;contains;Generic fallback for LIPH KF Jati Asih;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;35;LIPH.*0406;1;0;regex;LIPH + KF number;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;35;LIPH.*KALIMALANG;1;0;regex;LIPH + location;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;14;KF 0624;0;0;contains;KF number match;NULL;NULL;NULL;NULL;10;1;215;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;14;KF0624;0;0;contains;KF number no space;NULL;NULL;NULL;NULL;10;1;1;16/10/2025 10.38;0;manual;50;0;0;NULL;NULL
1;14;CISC;0;0;contains;Location code;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;14;GGC;0;0;contains;Alternative code;NULL;NULL;NULL;NULL;8;1;19;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;13;KF 0591;0;0;contains;KF number match;NULL;NULL;NULL;NULL;10;1;117;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;13;ZAMRUD;0;0;contains;Location name;NULL;NULL;NULL;NULL;10;1;312;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;13;KF ZAMRUD;0;0;contains;KF + location;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;10;KF 0456;0;0;contains;KF number match;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;10;GRANWIS;0;0;contains;Location name;NULL;NULL;NULL;NULL;10;1;52;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;10;KF GRANWIS;0;0;contains;KF + location;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;10;GRANWISATA;0;0;contains;Full location name;NULL;NULL;NULL;NULL;9;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;6;kf_0390_cakung_gede;0;0;contains;Generic fallback for KF 0390 Cakung Gede;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;263;MCM INHOUSETRF DARI;0;0;contains;MCM from vendor;NULL;NULL;NULL;NULL;10;1;1564;16/10/2025 10.45;0;manual;50;0;0;NULL;NULL
1;263;INHOUSETRF DARI;0;0;contains;Inhouse from;NULL;NULL;NULL;NULL;9;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;5;KF 0367;0;0;contains;KF number match;NULL;NULL;NULL;NULL;10;1;131;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;5;JATI ASIH;0;0;contains;Location name;NULL;NULL;NULL;NULL;10;1;332;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;5;JATIASIH;0;0;contains;No space variant;NULL;NULL;NULL;NULL;9;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;5;KF JATIASIH;0;0;contains;KF + location;NULL;NULL;NULL;NULL;10;1;35;16/10/2025 10.55;0;manual;50;0;0;NULL;NULL
1;262;MCM INHOUSETRF KE;0;0;contains;MCM to employee;NULL;NULL;NULL;NULL;10;1;353;16/10/2025 10.38;0;manual;50;0;0;NULL;NULL
1;262;INHOUSETRF KE;0;0;contains;Inhouse to;NULL;NULL;NULL;NULL;9;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;49;BOP.*MG3.*BEKASI;1;0;regex;BOP MG3;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;49;MG3 BEKASI;0;0;contains;MG3 location;NULL;NULL;NULL;NULL;10;1;145;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;4;KF 0347;0;0;contains;KF number match;NULL;NULL;NULL;NULL;10;1;111;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;4;PEKAYON;0;0;contains;Location name;NULL;NULL;NULL;NULL;10;1;35;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;4;KF PEKAYON;0;0;contains;KF + location;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;3;KF 0340;0;0;contains;KF number match;NULL;NULL;NULL;NULL;10;1;97;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;3;KF0340;0;0;contains;KF number no space;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;3;KF CIKARANG;0;0;contains;KF + location;NULL;NULL;NULL;NULL;10;1;11;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;3;CIKARANG;0;0;contains;Location name;NULL;NULL;NULL;NULL;9;1;11;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;3;CKRG;0;0;contains;Abbreviation;NULL;NULL;NULL;NULL;7;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;2;KF 0330;0;0;contains;KF number match;NULL;NULL;NULL;NULL;10;1;208;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;2;KF0330;0;0;contains;KF number no space;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;2;HARAPAN INDAH;0;0;contains;Location name;NULL;NULL;NULL;NULL;10;1;12;16/10/2025 10.53;0;manual;50;0;0;NULL;NULL
1;2;HARAPAN INDA;0;0;contains;Common typo;NULL;NULL;NULL;NULL;9;1;5;16/10/2025 10.55;0;manual;50;0;0;NULL;NULL
1;2;330;0;0;contains;Number only;NULL;NULL;NULL;NULL;8;1;2;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;50;BO.*BEKASI;1;0;regex;BO Bekasi;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;50;TBHBO BEKASI;0;0;contains;TBH BO;NULL;NULL;NULL;NULL;10;1;10;16/10/2025 10.38;0;manual;50;0;0;NULL;NULL
1;7;kf_0405_daan;0;0;contains;Generic fallback for KF 0405 Daan;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;8;KF 0406;0;0;contains;KF number match;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;8;KALIMALANG;0;0;contains;Location name;NULL;NULL;NULL;NULL;10;1;38;16/10/2025 10.54;0;manual;50;0;0;NULL;NULL
1;8;KF KALIMALANG;0;0;contains;KF + location;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;8;KRG;0;0;contains;Abbreviation;NULL;NULL;NULL;NULL;6;1;2;16/10/2025 10.44;0;manual;50;0;0;NULL;NULL
1;47;PERTA LIFE;0;0;contains;Perta insurance;NULL;NULL;NULL;NULL;10;1;102;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;47;PERTA;0;0;contains;Company name;NULL;NULL;NULL;NULL;9;1;20;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;265;premi_asuransi_gedung;0;0;contains;Generic fallback for Premi Asuransi Gedung;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;11;kf_0503_taman_mini;0;0;contains;Generic fallback for KF 0503 Taman Mini;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;46;HANWHA LIFE;0;0;contains;Hanwha insurance;NULL;NULL;NULL;NULL;10;1;15;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;46;HANWHA;0;0;contains;Company name;NULL;NULL;NULL;NULL;9;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;12;kf_0586_cileungsi;0;0;contains;Generic fallback for KF 0586 Cileungsi;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;9;KF 0007;0;0;contains;KF number match;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;9;KF 007;0;0;contains;KF number no leading zero;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;9;CIBITUNG;0;0;contains;Location name;NULL;NULL;NULL;NULL;10;1;69;16/10/2025 10.56;0;manual;50;0;0;NULL;NULL
1;9;KF CIBITUNG;0;0;contains;KF + location;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;173;CCTV.*CIBITUNG;1;0;regex;CCTV Cibitung;NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;280;obat_onkologi;0;0;contains;Generic fallback for Obat Onkologi;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;181;kantong_plastik;0;0;contains;Generic fallback for Kantong Plastik;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;178;komputer_&_laptop;0;0;contains;Generic fallback for Komputer & Laptop;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;286;pest_control_emergency;0;0;contains;Generic fallback for Pest Control Emergency;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;228;merchant_qr_mandiri;0;0;contains;Generic fallback for Merchant QR Mandiri;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;281;bonus_target_penjualan;0;0;contains;Generic fallback for Bonus Target Penjualan;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;177;obat_import;0;0;contains;Generic fallback for Obat Import;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;174;CCTV.*POGE;1;0;regex;CCTV Daan (POGE);NULL;NULL;NULL;NULL;10;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;174;PENGADAAN CCTV;0;0;contains;CCTV procurement;NULL;NULL;NULL;NULL;9;1;0;NULL;0;manual;50;0;0;NULL;NULL
1;172;air_pdam_kantor_pusat;0;0;contains;Generic fallback for Air PDAM Kantor Pusat;NULL;NULL;NULL;NULL;5;1;0;NULL;0;manual;50;0;0;NULL;NULL
